,noaa,time_0,lat_0,lon_0,th_0,f_0,fn_0,fp_0,a_f_0,a_fn_0,a_fp_0,hmin_0,hmax_0,time_1,dtime_1,lat_1,lon_1,th_1,f_1,fn_1,fp_1,a_f_1,a_fn_1,a_fp_1,f_rate_1,hmin_1,hmax_1,vmin_1,th_vmin_1,vmax_1,th_vmax_1,vnmean_1,th_vnmean_1,vpmean_1,th_vpmean_1,time_2,dtime_2,lat_2,lon_2,th_2,sm,f_2,fn_2,fp_2,a_f_2,a_fn_2,a_fp_2,f_rate_2,hmin_2,hmax_2,s_a_2,s_n_2,s_big_a_2
69,9791,2002-01-19 10:34:00,-3.0011115,-1.2410933,2.311262,8.731726e+19,-2.7744553e+19,6.391681e+20,7.274778e+17,15.772729,213.63637,-54.553707,311.58768,2002-01-19 22:34:00,12.0,-3.0269048,5.371485,5.670541,7.6073116e+20,-4.8481976e+19,6.4093386e+20,2.7316124e+18,22.909096,220.45457,5.6117824e+19,-1451.1318,1400.7507,-331.98322,4.62645,1016.7079,5.670538,-88.053055,4.047095,136.18695,5.670538,2002-01-21 19:04:59,65.416664,-3.5523865,30.396221,30.412458,,8.777423e+21,-4.547468e+21,4.2299547e+21,2.5933721e+19,579.3633,553.6362,1.3284238e+20,-2634.4587,2134.3772,116.95746,4.0,77.64252
70,9796,2002-01-21 04:09:00,8.208903,-54.685524,56.189503,3.4622256e+20,-7.0900406e+19,9.340087e+20,3.0755833e+18,21.181818,198.4547,-155.12653,330.657,2002-01-21 16:09:00,12.0,8.313624,-48.169205,49.85058,8.786896e+20,-2.7309346e+20,1.05326564e+21,5.604611e+18,64.95463,245.9999,4.437225e+19,-526.7103,624.0287,-1035.9805,53.192112,866.506,50.21017,-226.40562,54.563595,193.64766,53.774452,2002-01-23 23:44:59,72.43333,7.999284,-15.513891,20.425104,>,3.9642058e+21,-1.6539249e+21,2.3102812e+21,1.8506274e+19,306.63626,572.06067,4.994915e+19,-1790.0405,1774.7975,21.201168,2.0,11.4714365
71,9803,2002-01-26 17:37:00,-24.009153,29.162378,33.565098,1.4264649e+20,-2.3466477e+20,4.877793e+19,1.6055683e+18,98.90909,29.49998,-239.20607,109.27549,2002-01-27 05:37:00,12.0,-23.947388,35.911762,39.020367,9.0721665e+20,-1.7330237e+20,8.522918e+19,5.305548e+18,80.909065,47.000042,6.3714183e+19,-821.9058,691.9051,-1082.5138,37.69273,1189.2588,38.87158,-223.06467,35.815876,225.77684,39.02033,2002-01-28 22:12:59,64.566666,-24.836775,58.13423,58.84529,,3.712843e+21,-2.2599898e+21,1.448749e+21,2.236486e+19,371.86295,213.4545,5.5294734e+19,-1240.5178,1103.0884,34.36878,4.0,20.67921
72,9843,2002-02-21 12:30:00,-26.606827,-79.1713,77.067085,1.4790732e+20,-5.1898177e+20,1.205672e+21,1.8770346e+18,56.99999,161.63635,-73.75177,127.61431,2002-02-22 00:30:00,12.0,-26.83317,-71.84936,70.79092,5.8601556e+20,-6.6773936e+20,1.5228559e+21,4.315679e+18,99.636284,243.63632,3.650902e+19,-309.53714,368.17264,-1116.6816,72.2525,644.2318,77.06772,-247.84805,72.63677,132.87663,70.79022,2002-02-28 23:51:59,179.36665,-26.376585,20.502106,27.295254,>,9.3298625e+21,-4.865202e+21,4.4646593e+21,3.3165521e+19,773.0065,697.99286,5.1190983e+19,-1899.2987,2056.1824,56.422108,11.0,16.490818
73,9844,2002-02-21 21:08:00,21.951914,-56.90334,62.821465,2.6281795e+20,-3.9125138e+20,1.23849095e+20,2.621617e+18,94.363625,31.909111,-224.53703,57.386955,2002-02-22 09:08:00,12.0,22.018639,-50.005135,57.0353,6.1232594e+20,-6.542516e+20,2.2282405e+20,4.5453382e+18,151.4737,57.0,2.9125665e+19,-480.35104,386.14517,-1291.2188,57.67987,906.34515,58.557945,-232.60457,57.0353,212.24562,58.558163,2002-02-28 07:38:59,154.51666,21.762291,26.408869,38.82246,,1.7354568e+22,-9.2713224e+21,8.1013086e+21,5.157998e+19,1053.8171,967.8617,1.1061429e+20,-2181.0325,2214.256,216.01373,13.0,64.7257
74,9857,2002-03-03 13:33:00,-5.2218122,37.364555,37.22708,3.047648e+20,-9.659127e+19,3.9525948e+20,2.5181243e+18,39.257576,119.12121,-112.66321,413.66266,2002-03-04 01:33:00,12.0,-5.2491345,44.17257,43.97702,8.475295e+20,-1.6621662e+20,3.2475193e+20,5.4871985e+18,54.90907,91.72741,4.5230394e+19,-801.23486,686.8038,-1074.238,43.33336,1334.4844,38.554447,-244.75688,37.373394,242.28091,41.28674,2002-03-06 02:06:59,69.7,-4.796526,71.62955,71.17604,>,3.279202e+21,-2.0573327e+21,1.2218688e+21,2.3797093e+19,219.99443,141.00159,4.2674857e+19,-968.8369,767.6486,19.538628,1.0,19.538628
75,9862,2002-03-04 11:52:00,5.9740396,23.181925,26.662836,3.762917e+19,-1.231438e+19,2.724286e+20,4.3364e+17,7.7272825,106.90908,-82.677025,134.74408,2002-03-04 23:52:00,12.0,5.98805,29.701847,32.418846,1.707749e+20,-6.3014964e+19,3.2871404e+20,1.4691347e+18,28.909056,127.27256,1.1095476e+19,-630.51984,478.84515,-784.86707,30.372984,767.87134,27.709694,-204.60153,30.778591,183.78903,27.841242,2002-03-07 17:54:59,78.049995,5.8478594,68.226654,69.17074,,6.8349415e+21,-2.7145033e+21,4.1293426e+21,4.1787234e+19,296.7273,446.5451,8.708921e+19,-944.73694,973.83673,31.42513,3.0,20.703722
76,9880,2002-03-19 20:13:00,8.015128,-63.584316,65.0327,1.7069637e+20,-7.1022043e+19,4.5882638e+20,1.8184685e+18,18.636383,100.272705,-97.07264,211.75246,2002-03-20 08:13:00,12.0,7.8473797,-56.46951,58.16876,8.333224e+20,-4.7132714e+20,8.033132e+20,6.041562e+18,94.63636,180.54547,5.521884e+19,-583.65216,577.0796,-1052.8307,63.950756,901.7809,62.40149,-227.59102,58.16876,203.72182,58.837868,2002-03-22 23:55:59,75.71666,7.1645,-19.599771,24.190758,>,2.6345326e+21,-8.889046e+20,1.7456283e+21,1.3351013e+19,234.9982,369.99518,3.2540214e+19,-908.9545,1354.8328,4.358768,2.0,3.4878938
77,9877,2002-03-19 16:49:00,16.17727,12.454372,26.3653,1.710297e+20,-5.5910856e+20,2.6586965e+19,1.4189877e+18,128.0,12.727274,-447.82632,88.853035,2002-03-20 04:49:00,12.0,16.045893,19.142653,29.943932,5.0714592e+20,-5.631086e+20,1.8082772e+20,2.844099e+18,132.18178,51.181828,2.8009687e+19,-988.155,720.25964,-888.92126,27.150393,1136.7258,29.809252,-195.90578,28.471363,188.38174,28.47139,2002-03-21 01:57:59,33.149998,16.210497,30.994984,38.576435,,1.9914345e+21,-1.0968561e+21,8.945782e+20,1.0087788e+19,225.27255,167.72731,5.4914176e+19,-1562.3217,1542.983,17.602669,2.0,9.496829
78,9897,2002-04-05 21:52:00,-1.7073455,-10.172594,11.087395,9.663262e+19,-4.6634277e+19,3.332602e+20,8.208205e+17,24.454544,95.27273,-175.53798,333.69504,2002-04-06 09:52:00,12.0,-1.8824663,-3.2034476,5.4006553,2.676038e+21,-5.6109336e+19,3.1330937e+20,7.280027e+18,24.818161,121.8181,2.1495046e+20,-2119.2034,2134.4407,-517.8554,11.087409,1185.8754,8.707958,-96.085915,10.848664,136.52332,5.636192,2002-04-07 10:21:59,53.549995,-1.8296198,11.063987,11.92964,,5.985798e+21,-3.1325463e+21,2.8532508e+21,1.819738e+19,414.18173,467.3636,1.0997509e+20,-2386.1467,2184.5022,52.605324,7.0,33.807293
79,9900a,2002-04-06 02:18:00,-28.317928,-34.59261,39.363037,6.2813037e+19,-4.260424e+20,4.9439693e+20,7.101636e+17,128.81819,114.81818,-60.715458,159.29805,2002-04-06 14:18:00,12.0,-28.527884,-27.955961,34.52683,3.634581e+20,-3.9495207e+20,4.8187506e+20,2.2807354e+18,137.45454,130.72717,2.5053756e+19,-408.84427,857.3481,-917.8959,37.716427,1027.1549,39.363216,-209.33975,37.568478,206.64297,37.568523,2002-04-08 05:57:59,61.08333,-28.085882,-5.6709437,22.507532,,6.976404e+21,-3.0857195e+21,3.890685e+21,2.3435925e+19,585.454,476.63647,1.1318294e+20,-1881.9878,1941.5588,53.078854,9.0,27.792591
80,9900b,2002-04-06 08:38:00,-28.657026,-25.449507,32.833794,3.138169e+20,-5.8573208e+20,5.6883683e+20,2.218187e+18,149.45454,137.40909,-508.64197,79.45942,2002-04-06 20:38:00,12.0,-28.763912,-18.835745,28.743305,8.887145e+20,-5.771481e+20,4.3612665e+20,4.250107e+18,139.95442,123.31821,4.7908136e+19,-1228.3967,1032.0952,-1065.9602,32.694523,856.5132,31.45087,-170.75285,32.69455,210.07703,32.694653,2002-04-08 23:53:59,78.783325,-29.139597,9.009344,24.559757,>,7.9523723e+21,-4.4452442e+21,3.5071256e+21,1.9587355e+19,584.9997,290.9997,9.69565e+19,-2020.731,2470.324,108.84208,3.0,70.53838
81,9908,2002-04-11 09:01:00,3.4315443,4.4421625,10.387036,3.1708065e+20,-3.8234606e+19,6.072237e+20,1.7457598e+18,17.36364,177.0,-73.90285,514.76355,2002-04-11 21:01:00,12.0,3.4450722,11.089287,14.476979,1.5897348e+21,-1.429266e+20,6.877594e+20,5.098026e+18,51.36367,200.18185,1.0605452e+20,-1475.2347,1371.5383,-618.6146,13.025965,895.7202,13.750336,-150.70505,12.664582,181.25967,14.3557205,2002-04-14 07:46:59,76.85,3.4355812,45.08389,46.03172,,4.431376e+21,-1.8746856e+21,2.5566915e+21,1.9679237e+19,280.40878,392.7272,5.35367e+19,-1611.7605,1562.2947,24.623075,5.0,13.3138485
82,9923,2002-04-23 01:14:00,-3.633882,6.0218053,6.136076,1.1129784e+20,-1.8336073e+20,6.871037e+19,7.615925e+17,69.90909,23.272728,-372.50323,320.77957,2002-04-23 13:14:00,12.0,-3.6102169,12.841461,12.828556,4.1758927e+20,-3.1382567e+20,1.8479342e+20,2.6523118e+18,105.27276,60.4545,2.5524285e+19,-999.14197,864.87714,-629.495,11.382511,824.3552,12.707766,-106.63224,12.586984,122.99898,12.586988,2002-04-25 19:01:59,65.799995,-3.0423455,43.73783,43.726788,,5.4168897e+21,-3.107923e+21,2.3089658e+21,2.4490634e+19,568.5903,299.86353,8.06321e+19,-1298.797,1685.0458,26.696318,6.0,13.860665
83,9924,2002-04-23 08:15:00,-17.117596,-14.58879,18.705101,9.157219e+20,-2.8470926e+20,2.3902529e+21,5.348271e+18,87.727264,647.0,-388.11057,1012.3647,2002-04-23 20:15:00,12.0,-17.187574,-7.813547,14.405437,3.9119063e+21,-1.4624761e+21,4.0080914e+21,1.71029e+19,315.0,928.9092,2.4968203e+20,-1322.78,1566.1233,-630.04486,16.236584,1206.199,14.892208,-117.99109,15.257991,162.13573,14.648762,2002-04-24 13:16:59,29.03333,-16.806257,1.4437149,11.987792,,9.977458e+21,-4.0274923e+21,5.949963e+21,3.7632417e+19,661.2727,1142.1818,3.1211494e+20,-1930.366,1726.0276,51.5768,12.0,16.500902
84,9922,2002-04-23 22:52:00,21.842855,-55.309563,60.42793,4.695996e+20,-1.8696898e+20,5.5421867e+20,4.3870497e+18,44.63638,115.72729,-199.78302,456.68427,2002-04-24 10:52:00,12.0,21.624414,-47.871475,53.917377,1.9897584e+21,-5.997382e+20,9.094095e+20,1.0743451e+19,114.50001,213.68172,1.266799e+20,-699.03,810.4693,-1146.6454,55.13351,1483.7949,58.126453,-206.48244,54.318615,203.70941,53.917236,2002-04-25 21:46:59,52.949997,21.756544,-28.49045,38.41083,,3.1055272e+21,-1.0986395e+21,2.006889e+21,1.688708e+19,193.091,455.99954,4.978145e+19,-1053.4144,1218.8536,20.294544,2.0,13.217811
85,9925,2002-04-24 04:18:00,-13.171544,10.311406,13.072695,6.73606e+20,-1.6985312e+20,6.456965e+20,4.4575416e+18,64.727295,215.8182,-645.7858,678.53815,2002-04-24 16:18:00,12.0,-13.353436,17.050276,18.837015,2.374245e+21,-1.1186148e+21,1.4471051e+21,8.4342696e+18,185.09097,282.36346,1.4171993e+20,-1753.8562,1661.1475,-642.31055,13.193729,1204.9279,16.11794,-124.79882,18.837011,169.67337,16.48631,2002-04-25 13:46:59,33.48333,-13.808226,30.076027,30.948568,,4.957873e+21,-2.4708225e+21,2.4870504e+21,1.9028051e+19,385.63608,412.31873,1.2795224e+20,-1753.8562,1812.6901,28.374208,5.0,15.239061
86,9953,2002-05-15 00:17:00,4.831468,38.26981,38.961098,1.5880306e+20,-2.3906352e+20,7.384874e+19,1.4950917e+18,88.36369,29.818125,-311.94006,185.54388,2002-05-15 12:17:00,12.0,5.093444,45.32473,45.875557,1.3335994e+21,-7.872126e+20,8.417778e+20,6.4613466e+18,143.81808,169.6363,9.78997e+19,-1151.2792,2406.2075,-1046.6451,45.705456,1588.6532,41.604816,-214.4684,45.875557,274.01785,45.705456,2002-05-16 09:53:59,33.616665,5.347363,57.41213,57.81029,,2.985258e+21,-1.4260769e+21,1.5591811e+21,1.7658616e+19,231.6364,224.45454,8.407898e+19,-1217.6064,2406.2075,19.365961,3.0,11.074175
87,10053,2002-07-25 22:51:00,-17.607374,-66.73045,69.55945,1.5245995e+20,-4.1665752e+20,1.5393801e+20,1.8163797e+18,67.27272,32.090866,-153.8634,84.83218,2002-07-26 10:51:00,12.0,-17.505627,-59.7221,63.28599,5.8458187e+20,-6.124134e+20,3.2133894e+20,4.833809e+18,115.21652,67.541306,3.601016e+19,-350.38422,287.37573,-957.00476,67.28579,727.03485,64.094055,-221.05048,66.978386,202.10541,66.67512,2002-07-29 10:47:59,83.95,-17.657976,-18.543226,29.558495,,4.338992e+21,-2.3804395e+21,1.9585526e+21,1.9228706e+19,511.90894,283.54507,4.9869353e+19,-1181.8417,1470.3094,7.3462844,3.0,4.8970127
88,10050,2002-07-25 23:50:00,-6.680526,-49.46542,50.769897,3.322269e+20,-1.7406227e+21,3.6179052e+20,2.5522414e+18,459.90903,120.09087,-399.49545,102.22905,2002-07-26 11:50:00,12.0,-6.7253766,-43.371914,44.899384,1.642797e+21,-2.5254473e+21,1.15973784e+21,8.0899476e+18,604.3333,287.77777,1.0921418e+20,-864.5127,512.9,-1557.8037,45.577362,1412.5605,45.068134,-241.24023,45.919464,204.74449,44.899414,2002-07-31 17:09:59,137.33333,-8.522029,29.576855,32.753765,,4.947231e+22,-2.6236156e+22,2.324623e+22,1.2328997e+20,2557.0,2340.18,3.5781616e+20,-2991.9207,4212.793,964.85425,25.0,334.40747
89,10060,2002-08-02 16:01:00,-29.700838,8.753217,36.659027,5.082685e+20,-3.0001144e+20,3.1741244e+20,3.904361e+18,92.18183,91.00001,-364.91202,442.69458,2002-08-03 04:01:00,12.0,-29.641434,14.200362,38.156815,2.0079806e+21,-3.2225324e+20,3.7465125e+20,8.0298516e+18,113.63639,113.45455,1.2497601e+20,-1045.7563,1064.9781,-1079.7734,36.956017,1518.0743,37.70424,-186.47098,36.955925,280.38132,38.005566,2002-08-03 23:55:59,43.93333,-29.288956,25.78642,43.179817,>,3.1941412e+21,-1.3862199e+21,1.8079205e+21,1.593753e+19,230.99965,321.99982,6.113519e+19,-1204.6422,1238.3407,23.565783,5.0,14.203447
90,10133,2002-09-21 22:07:00,-25.767536,-45.297207,54.812885,3.4005051e+19,-4.7601405e+20,1.10551654e+20,4.5068655e+17,142.0,34.27271,-118.177505,69.10574,2002-09-22 10:07:00,12.0,-25.658298,-39.230183,50.16276,8.639879e+20,-1.11902636e+21,3.9403158e+20,4.642249e+18,258.45453,86.3636,6.916524e+19,-731.6978,661.8399,-1322.5958,51.84929,1326.6923,50.53206,-254.01433,51.849255,268.6111,50.532196,2002-09-24 16:06:59,65.99999,-25.091303,-9.46845,33.354885,,5.9237833e+21,-3.4651937e+21,2.4585908e+21,2.3229283e+19,523.0961,425.57184,8.923907e+19,-1579.4434,2031.1079,63.790733,3.0,34.100155
91,10210,2002-11-29 10:56:00,-8.742952,53.15457,53.911797,1.8804705e+20,-1.5235556e+20,5.363842e+19,2.1271465e+18,54.909092,23.09091,-215.08519,107.36766,2002-11-29 22:56:00,12.0,-9.135839,61.490337,61.983025,1.542783e+21,-4.501519e+20,1.6041278e+20,8.922312e+18,107.09077,34.18179,1.1289466e+20,-641.3024,598.22845,-1383.1488,61.737793,1617.0486,60.073174,-244.28877,58.710114,302.57556,61.253136,2002-11-30 17:00:00,36.48333,-8.966593,71.02235,71.32842,,3.2867053e+21,-2.1859593e+21,1.0589028e+21,1.9469433e+19,206.63672,99.18179,8.493354e+19,-828.05365,829.4972,64.93483,2.0,35.62235
92,10488,2003-10-26 09:09:00,8.053424,-30.18131,30.150993,1.2218808e+20,-4.0460515e+20,9.454533e+19,1.4134702e+18,164.31818,49.318184,-160.6554,215.05089,2003-10-26 21:09:00,12.0,7.9245076,-23.318087,23.359076,4.953284e+21,-1.3639284e+21,8.327804e+20,1.8640353e+19,425.3637,201.0,4.025913e+20,-1496.3717,1626.8132,-1678.3033,30.150938,1544.6213,24.378712,-161.14476,29.881678,177.99196,23.995342,2003-10-30 02:39:59,95.533325,7.138441,20.52125,20.57956,,5.964547e+22,-2.9373092e+22,3.0293393e+22,1.0452992e+20,2774.7268,2125.5916,6.23063e+20,-4503.246,5089.376,1715.3718,9.0,869.5745
93,10491,2003-10-26 18:10:00,-6.7525487,-24.533514,27.095217,5.347213e+19,-2.6658952e+19,3.444197e+20,5.763473e+17,13.727276,135.18181,-119.91503,239.96661,2003-10-27 06:10:00,12.0,-6.816038,-17.372087,20.842049,1.316713e+21,-5.4256846e+20,1.1097363e+21,5.3056565e+18,114.57142,269.24368,1.0527008e+20,-1217.7511,1319.1538,-764.4704,23.485008,1394.3678,20.842049,-164.23769,26.70306,219.53046,22.346151,2003-10-30 13:50:59,91.68333,-6.100029,27.266247,29.182413,,1.1006075e+22,-5.5233446e+21,5.4689265e+21,3.77362e+19,809.9085,837.09045,1.1946123e+20,-4154.1265,3275.419,112.19133,6.0,43.646126
94,10493,2003-10-27 14:30:00,8.126592,-22.30884,22.469837,3.723197e+19,-2.180243e+20,7.733699e+19,3.7965655e+17,91.36365,34.454556,-231.76302,99.433754,2003-10-28 02:30:00,12.0,8.260973,-15.707935,16.048567,8.762638e+20,-1.4810411e+20,9.372255e+19,3.0599634e+18,72.272644,38.63639,6.991932e+19,-1299.9167,1501.0432,-621.9704,20.093721,1001.9803,17.753372,-159.78923,22.59598,165.17136,18.981,2003-10-31 18:30:59,110.41666,8.515094,33.710236,33.67589,,2.2105372e+22,-8.945856e+21,1.3160475e+22,5.331938e+19,1128.5453,1079.9991,1.9986242e+20,-3221.1162,4027.086,393.50305,11.0,223.54791
95,10550,2004-01-31 09:23:00,-8.137179,-22.002338,21.92667,1.2499037e+19,-1.1740031e+19,3.180432e+19,1.6502503e+17,7.272723,13.181816,-98.70267,80.00724,2004-01-31 21:23:00,12.0,-8.401649,-14.988788,15.093636,2.9267108e+20,-7.2606154e+19,1.1061185e+20,1.878152e+18,24.636353,43.545464,2.334767e+19,-425.1385,498.96347,-508.16016,20.80916,479.8251,21.553219,-117.74523,20.685509,126.05586,22.301128,2004-02-02 15:42:59,59.916664,-8.068588,9.663854,9.764055,,1.9554074e+21,-8.6694265e+20,1.0884641e+21,7.7027216e+18,196.42068,187.98694,3.2426843e+19,-1593.026,1751.3856,17.765451,3.0,9.16826
96,10560,2004-02-13 19:24:00,-16.824318,-57.160877,56.610577,5.6940343e+19,-1.5471768e+20,4.3037247e+19,6.460183e+17,51.090885,12.636352,-118.84383,153.80476,2004-02-14 07:24:00,12.0,-17.008247,-50.26919,50.019753,5.023354e+20,-3.86632e+20,2.6807256e+20,3.6924063e+18,100.00002,69.1818,3.7116254e+19,-445.34668,446.7231,-795.16174,54.56254,1037.4767,55.165997,-200.1112,54.3635,209.27777,53.771923,2004-02-16 06:52:59,59.48333,-16.660913,-23.997574,25.388685,,3.5603823e+21,-1.9645725e+21,1.5958093e+21,1.6963517e+19,408.63614,361.0911,5.889788e+19,-1316.8064,1272.3026,11.796654,2.0,10.162919
97,10643,2004-07-08 09:20:00,-7.981727,-13.356193,17.734463,1.8601571e+20,-2.512275e+20,6.3433844e+18,1.4941929e+18,74.72727,3.2727304,-299.83356,126.97717,2004-07-08 21:20:00,12.0,-8.099614,-6.6125975,13.636034,1.4557182e+21,-3.361074e+20,1.2189039e+20,4.6714285e+18,93.727264,24.454546,1.0580855e+20,-1411.7742,1517.7104,-620.3728,17.609,1046.7662,13.636035,-129.03607,17.73446,166.45537,13.636034,2004-07-10 12:04:59,57.049995,-8.307174,15.946833,20.007067,,3.0490068e+21,-1.7774382e+21,1.2715688e+21,1.2195356e+19,313.2724,230.72723,5.018389e+19,-1683.2982,1992.6422,33.428474,2.0,18.534737
98,10645,2004-07-09 00:49:00,11.766178,-21.06217,22.31555,5.103194e+19,-1.12925e+20,4.7665456e+19,4.394461e+17,43.363647,13.454542,-272.62656,127.26938,2004-07-09 12:49:00,12.0,11.590802,-14.132699,15.985113,2.7744383e+20,-2.0667344e+20,1.5674757e+20,1.825854e+18,77.18173,40.636303,1.8867657e+19,-595.1696,911.4224,-591.9408,22.315548,658.549,21.157293,-142.87439,22.057344,148.19101,21.92842,2004-07-11 05:23:59,52.583332,11.108509,8.353977,10.943336,,1.5363743e+21,-8.2480415e+20,7.115703e+20,5.874402e+18,148.72731,124.63632,2.82474e+19,-1134.1267,1689.5459,10.485375,2.0,9.786417
99,10646,2004-07-10 09:44:00,13.413648,11.042527,14.497894,6.2643224e+19,-5.1698122e+20,1.4506891e+20,4.8735e+17,190.99998,36.727272,-338.5327,179.12526,2004-07-10 21:44:00,12.0,13.345484,17.895437,20.006725,5.6077686e+20,-4.0375798e+20,1.800956e+20,2.8259585e+18,148.90909,53.363605,4.151114e+19,-746.01,751.5682,-480.33093,17.106682,776.9076,19.879574,-109.766365,17.106682,174.87724,19.752537,2004-07-13 04:58:59,74.399994,13.261015,49.8081,49.954647,,1.313349e+22,-4.961e+21,8.172485e+21,4.1991994e+19,551.9088,742.682,1.7568343e+20,-1669.8905,1553.508,225.8731,4.0,147.43665
100,10648,2004-07-11 07:44:00,15.506844,-15.142679,18.865593,1.300854e+20,-8.8526475e+19,1.5307552e+20,1.1271579e+18,35.09102,43.999947,-177.3303,366.7661,2004-07-11 19:44:00,12.0,15.528122,-8.416313,14.126933,5.85426e+20,-4.6267423e+19,9.829643e+19,2.5889967e+18,22.363611,38.727272,3.794505e+19,-1071.7974,1042.8871,-500.70258,18.109354,743.4624,14.991441,-133.52596,18.739319,147.18172,14.867722,2004-07-13 23:53:59,77.299995,15.8560705,21.432423,24.000046,>,4.3162203e+21,-2.1774641e+21,2.1387576e+21,1.8575605e+19,405.00037,400.9981,5.41544e+19,-1634.166,1983.2585,24.392702,3.0,14.416489
101,10768,2005-05-25 17:25:00,-8.274125,32.18757,32.851894,1.8729491e+20,-1.6953591e+20,1.0274503e+20,1.385587e+18,58.454533,36.363655,-374.4158,389.55493,2005-05-26 05:25:00,12.0,-8.13686,38.83497,39.344597,1.424993e+21,-9.1005905e+20,5.941286e+20,5.6567124e+18,150.60657,96.7377,1.0314151e+20,-1097.2994,1096.4315,-1316.0651,32.851963,1222.81,36.771397,-254.29031,35.443867,262.98428,36.03111,2005-05-27 08:36:59,39.199997,-8.048182,54.27629,54.588253,,2.5038578e+21,-1.351111e+21,1.15274664e+21,1.42782e+19,226.81819,173.63644,5.9096e+19,-1181.1681,1101.5419,14.59501,2.0,6.926077
102,10770,2005-05-28 23:30:00,11.705013,-12.932832,18.05167,2.1303946e+20,-4.8416594e+19,1.7326576e+20,1.7048303e+18,18.636375,73.636406,-401.6819,507.3524,2005-05-29 11:30:00,12.0,11.745845,-6.2672477,14.084105,2.3187925e+21,-5.38338e+19,2.5336914e+20,7.5815115e+18,19.772766,98.95451,1.7547943e+20,-1937.8093,1651.4296,-710.01526,17.301516,1007.1189,16.430243,-117.48043,18.051655,168.44841,15.192166,2005-05-30 20:15:59,56.766663,11.924535,12.6072035,17.807173,,4.9620464e+21,-2.2761204e+21,2.6859257e+21,1.4245147e+19,268.99988,378.27298,8.365838e+19,-2042.4285,1887.7852,33.13374,5.0,17.233303
103,10771,2005-05-29 10:16:00,24.259346,14.617431,28.850624,3.4764682e+19,-1.5762963e+19,8.00951e+18,3.483036e+17,8.363638,4.3636394,-173.383,190.1628,2005-05-29 22:16:00,12.0,24.348654,20.816717,32.31483,2.8582278e+20,-8.322572e+19,9.781754e+19,1.5162855e+18,21.090899,33.272717,2.092151e+19,-803.2936,689.9317,-653.70404,31.053356,831.0657,30.08369,-170.8543,31.75204,192.89099,30.221579,2005-05-31 01:25:59,46.216663,24.169828,35.179577,42.22039,,1.6473897e+21,-7.695095e+20,8.7788e+20,6.958788e+18,100.636185,145.27284,3.4892718e+19,-1286.8369,1235.9307,16.231909,2.0,8.899371
104,10790a,2005-07-10 21:51:00,-10.347972,-6.405389,15.608162,1.8932317e+20,-9.556829e+19,1.5699547e+20,9.761724e+17,38.454613,32.72728,-277.6379,689.52594,2005-07-11 09:51:00,12.0,-10.643494,0.41660428,14.617469,5.1838926e+20,-2.6486002e+20,3.0011833e+20,2.63957e+18,83.5909,62.363605,2.7422174e+19,-619.1689,903.9381,-444.25528,15.73229,585.0218,14.617611,-116.37789,14.617592,117.46184,14.617618,2005-07-13 13:29:59,63.649998,-11.206942,28.920795,32.69124,,2.7171776e+21,-1.5106193e+21,1.2065583e+21,1.3112827e+19,274.27277,249.27284,3.971492e+19,-1208.1698,962.9169,42.58025,1.0,42.58025
105,10790b,2005-07-13 04:56:00,-11.5322895,30.216492,33.835358,3.1421232e+19,-2.0631258e+18,1.319561e+18,3.9854878e+17,1.2727314,0.54545164,-97.77637,102.33141,2005-07-13 16:56:00,12.0,-11.796933,37.6127,40.746643,7.483722e+20,-3.2330304e+19,2.1277593e+19,4.1621205e+18,16.090967,8.999979,5.9745914e+19,-554.52386,736.34576,-678.7589,39.03403,829.8661,38.727127,-161.1808,39.18799,228.50616,38.72712,2005-07-15 23:55:59,79.49999,-11.407156,69.881035,71.18796,>,9.1470844e+21,-5.5793e+21,3.567778e+21,4.724698e+19,464.9958,257.9994,1.1466245e+20,-1315.9716,1121.044,134.50221,4.0,90.36202
106,10796,2005-08-06 21:59:00,-7.158217,36.263443,38.570343,1.9010607e+20,-8.514387e+19,4.6494824e+19,1.417517e+18,30.454552,21.818195,-342.02097,300.4237,2005-08-07 09:59:00,12.0,-7.148329,43.455063,45.290985,1.1390486e+21,-1.51824e+20,5.4416568e+19,5.4945455e+18,43.27275,15.999978,7.907854e+19,-923.5177,598.25665,-923.7456,43.788845,1166.3301,43.296417,-169.95921,38.722687,217.6561,45.122112,2005-08-08 15:11:59,53.23333,-6.9785166,60.39264,61.746815,,4.2694862e+21,-2.7269344e+21,1.542552e+21,1.843944e+19,281.27255,137.49992,7.663207e+19,-1256.2096,1070.553,67.92561,2.0,36.883926
107,10937,2007-01-07 06:33:00,-13.519704,-30.497698,31.61882,9.982465e+19,-9.6175214e+19,1.6727152e+20,1.0043499e+18,38.727245,68.72726,-142.06432,195.73167,2007-01-07 18:33:00,12.0,-13.771387,-23.58376,25.307297,7.734326e+20,-4.4456063e+20,4.5049767e+20,3.8138402e+18,107.09102,116.909096,5.613399e+19,-602.48596,894.3901,-702.0626,28.94271,715.2119,28.810774,-147.75322,30.808231,165.71992,30.67381,2007-01-10 13:28:59,78.93333,-14.011539,15.098424,17.968328,,3.461005e+21,-1.5105084e+21,1.9504962e+21,1.4541568e+19,357.45438,343.77283,4.258253e+19,-1426.4307,1927.9764,16.454762,1.0,16.454762
