,noaa,time_0,lat_0,lon_0,th_0,f_0,fn_0,fp_0,a_f_0,a_fn_0,a_fp_0,hmin_0,hmax_0,time_1,dtime_1,lat_1,lon_1,th_1,f_1,fn_1,fp_1,a_f_1,a_fn_1,a_fp_1,f_rate_1,hmin_1,hmax_1,vmin_1,th_vmin_1,vmax_1,th_vmax_1,vnmean_1,th_vnmean_1,vpmean_1,th_vpmean_1,time_2,dtime_2,lat_2,lon_2,th_2,sm,f_2,fn_2,fp_2,a_f_2,a_fn_2,a_fp_2,f_rate_2,hmin_2,hmax_2,s_a_2,s_n_2,s_big_a_2
30,9064,2000-06-26 11:16:00,-21.234083,45.929443,50.758385,3.0265305e+20,-9.239062e+19,2.765637e+20,3.2329955e+18,39.909084,96.81817,-202.63557,240.34996,2000-06-26 23:16:00,12.0,-21.033745,52.70917,56.604958,2.256809e+21,-1.9543863e+20,2.7353149e+20,1.2115476e+19,64.22722,92.13631,1.6284633e+20,-871.0012,851.9602,-1524.9038,51.71145,1653.7732,52.48865,-244.4554,51.711483,307.46008,56.604877,2000-06-27 17:11:59,41.8,-20.835865,62.359978,65.20571,,4.0796218e+21,-2.5686798e+21,1.5109436e+21,2.5077296e+19,286.8235,204.52936,9.03581e+19,-996.1801,851.95624,27.81352,5.0,18.995312
31,9118,2000-08-04 17:12:00,18.298073,-13.968422,18.276297,6.631469e+19,-3.1286617e+18,4.662322e+19,6.397551e+17,2.0,23.331125,-63.214046,238.50522,2000-08-05 05:12:00,12.0,18.296978,-9.232989,15.168902,9.736048e+20,-4.3946086e+20,5.6420178e+20,3.5795508e+18,65.2832,99.1604,7.560751e+19,-1146.2871,1328.5647,-543.31635,17.900644,693.1719,15.6627865,-114.57703,17.775597,122.36487,15.292276,2000-08-05 02:11:59,11.016666,18.296978,-9.232989,15.168902,,1.01755484e+21,-4.4961814e+20,5.679364e+20,3.5279683e+18,64.10024,99.0125,8.634555e+19,-1146.2869,1328.5643,6.406293,2.0,4.2692847
32,9121,2000-08-05 15:02:00,-35.349842,-44.920715,59.281895,5.391937e+19,-1.6240258e+20,1.0582731e+20,7.456601e+17,45.090908,33.363636,-91.44081,86.60521,2000-08-06 03:02:00,12.0,-35.280605,-38.240124,54.89505,2.8174086e+21,-9.9074526e+20,2.0806181e+21,1.3452693e+19,125.99996,321.99997,2.3029078e+20,-1278.9257,720.19214,-1779.8062,58.13433,1148.5712,55.102722,-315.62027,55.3115,244.34135,55.732464,2000-08-08 05:37:59,62.599995,-34.60298,-10.665925,42.102577,,6.4852944e+21,-3.3750198e+21,3.110276e+21,2.3850674e+19,449.63644,392.8179,1.0273763e+20,-2047.8844,1652.2408,123.75289,2.0,70.26012
33,9127,2000-08-09 17:51:00,-39.637577,-50.50204,65.36031,7.456427e+19,-6.81799e+19,1.6437062e+20,9.2708175e+17,16.636358,39.818184,-72.844154,122.92509,2000-08-10 05:51:00,12.0,-39.326073,-43.44785,60.879272,1.435448e+21,-3.326191e+20,1.2434457e+21,7.659181e+18,56.59095,162.36365,1.1340697e+20,-582.91003,593.34015,-1697.3451,61.372967,1361.9648,62.384068,-337.4151,61.37272,286.22745,61.37308,2000-08-12 16:41:59,70.85,-39.069656,-11.781253,46.895493,>,3.0371395e+21,-1.4871183e+21,1.5500213e+21,1.8063765e+19,272.99948,312.99426,4.1814757e+19,-1104.6545,972.7505,20.466581,2.0,19.153551
34,9144,2000-08-25 01:34:00,25.53793,-25.45012,30.493237,4.705116e+20,-3.3044274e+19,1.2841412e+21,3.307145e+18,18.272705,419.13632,-256.99042,871.23615,2000-08-25 13:34:00,12.0,25.587868,-18.919903,25.910402,3.8108329e+21,-9.587506e+19,1.3835265e+21,1.4965131e+19,42.81809,448.18192,2.783601e+20,-1275.673,1712.2583,-905.2357,30.217888,1444.9646,28.988504,-162.26874,27.371782,207.73416,26.174698,2000-08-27 14:14:59,72.666664,25.315979,7.196683,19.466442,,1.9781958e+22,-9.1887005e+21,1.0593258e+22,5.2094487e+19,894.7279,1474.0916,2.6575386e+20,-2525.931,2652.1284,253.1839,10.0,105.72592
35,9153,2000-08-30 19:13:00,-33.259262,-45.870914,59.483887,6.714508e+19,-2.4334022e+19,4.6036552e+20,9.034936e+17,8.088709,119.17888,-71.16331,129.82529,2000-08-31 07:13:00,12.0,-33.21932,-40.58485,55.929462,8.494653e+20,-2.2600155e+20,1.1309018e+21,6.3800416e+18,29.618923,267.68796,6.519335e+19,-614.89355,417.65826,-1530.6515,58.561592,1063.2101,57.663204,-268.75513,58.109524,210.70772,58.335022,2000-09-01 05:17:59,34.083332,-32.291393,-26.454407,46.802086,,2.54228e+21,-8.26106e+20,1.7161736e+21,1.3302362e+19,100.63636,337.0907,7.26201e+19,-1213.5786,850.0031,17.570364,1.0,17.570364
36,9215,2000-10-28 05:06:00,18.86646,33.350002,35.449394,2.4773258e+20,-2.1166197e+20,6.9171965e+19,1.8886681e+18,62.818188,27.818184,-461.6749,211.4577,2000-10-28 17:06:00,12.0,18.87586,39.8948,41.37678,2.0996548e+21,-9.05491e+20,1.2229701e+21,8.443221e+18,137.0908,193.7273,1.5432685e+20,-1289.5356,875.69305,-1144.332,39.84818,1571.2866,38.35271,-228.65637,41.068386,291.16748,41.37684,2000-10-28 19:06:59,14.016665,18.812634,41.00019,42.468555,,2.299672e+21,-1.0468806e+21,1.2527916e+21,9.342746e+18,159.90901,185.81818,1.4639283e+20,-1376.674,1008.5871,19.300566,4.0,10.330478
37,9228,2000-11-07 13:01:00,21.028803,-63.26843,63.89756,7.606195e+19,-1.04393694e+20,7.344659e+19,7.999932e+17,30.363628,17.909094,-106.12913,179.37231,2000-11-08 01:01:00,12.0,21.175455,-55.293064,56.42797,3.4981495e+20,-2.8006838e+20,1.5742035e+20,2.9164087e+18,68.27267,43.909084,2.2812749e+19,-360.25397,457.61462,-1127.8665,61.8606,872.83075,61.37225,-261.38287,62.10775,193.28465,56.42807,2000-11-09 17:24:59,52.399998,20.61335,-32.69277,36.177677,,2.1098071e+21,-1.213521e+21,9.044652e+20,1.0816276e+19,209.27261,234.27263,3.881193e+19,-2200.6174,4191.0864,4.7869806,2.0,3.991656
38,9276,2000-12-16 08:10:00,-13.432414,49.642063,50.599983,5.0610066e+20,-5.0761683e+20,8.15835e+19,4.569272e+18,147.59401,33.990036,-331.35135,116.30028,2000-12-16 20:10:00,12.0,-13.355565,56.529488,57.26035,3.827562e+21,-3.015946e+21,9.219132e+20,1.877647e+19,426.0,129.72728,2.7678844e+20,-1162.9717,811.8123,-1754.2576,57.260357,2260.6265,55.38934,-299.1725,57.260372,347.68756,56.83654,2000-12-17 17:49:59,33.666664,-12.81411,68.637764,69.01477,>,7.504262e+21,-4.6724283e+21,2.817993e+21,3.544743e+19,393.81827,258.09082,2.078662e+20,-1230.563,1134.6981,171.47577,4.0,115.0995
39,9298,2001-01-04 03:10:00,-22.402958,-8.46698,20.741304,3.2370607e+20,-2.9999585e+20,1.7875679e+19,2.3129252e+18,105.95455,9.772718,-565.8346,118.72206,2001-01-04 15:10:00,12.0,-22.493025,-1.8230098,19.14716,8.610748e+20,-6.160381e+20,2.351949e+20,4.2157763e+18,145.81819,57.99997,4.478073e+19,-1266.9266,998.76135,-565.24963,20.126213,865.91296,19.269196,-120.97627,20.741304,141.57793,19.269196,2001-01-04 14:36:59,12.383332,-22.491226,-1.9486407,19.147144,,8.96258e+20,-6.3416066e+20,2.6209743e+20,4.5928368e+18,153.8182,67.36358,4.623569e+19,-1266.9264,948.31335,2.7325475,2.0,2.0511396
40,9303,2001-01-05 01:25:00,-4.6480956,21.851566,21.855692,5.5490843e+19,-1.28404565e+20,6.8675815e+18,6.58663e+17,62.727276,4.818181,-220.53082,104.198845,2001-01-05 13:25:00,12.0,-4.6367173,28.632277,28.615473,8.134883e+20,-1.4703923e+20,1.605386e+19,4.4172192e+18,77.45465,10.0909,6.3166455e+19,-888.9459,690.87427,-624.53424,23.983965,975.93933,25.37986,-143.11754,28.615465,196.30864,28.615465,2001-01-07 23:54:59,82.56666,-4.4674816,61.992855,61.821014,>,7.6526437e+21,-4.5154497e+21,3.137186e+21,3.681095e+19,561.9961,313.006,9.201236e+19,-1513.7186,1338.9448,94.773415,2.0,50.900482
41,9300,2001-01-05 05:07:00,-13.182312,-55.05764,55.18613,4.103621e+20,-4.43208e+20,4.5109074e+20,3.441918e+18,103.31817,119.63633,-373.5607,251.32484,2001-01-05 17:07:00,12.0,-13.19508,-48.195873,48.467705,1.0845427e+21,-6.379653e+20,8.978953e+20,6.209893e+18,131.36359,211.63638,5.618172e+19,-744.7578,583.7626,-1144.383,49.878345,935.72687,50.05755,-229.89548,49.699776,231.68758,48.99201,2001-01-07 02:25:59,45.316666,-13.582374,-29.47166,30.74088,,3.4114697e+21,-1.584289e+21,1.8271814e+21,1.3522921e+19,290.63632,298.13626,6.6225252e+19,-1159.8478,1618.9255,24.907887,3.0,15.691501
42,9353b,2001-02-20 16:14:00,-26.625156,32.52495,36.656227,2.4011828e+20,-4.4325965e+20,1.5380425e+19,1.9463296e+18,143.0909,8.636352,-334.45215,91.39337,2001-02-21 04:14:00,12.0,-26.977451,40.24398,43.006664,1.3758635e+21,-1.2114017e+21,3.84144e+20,7.0938907e+18,282.3663,46.455437,9.464543e+19,-736.2036,979.29443,-1247.8062,41.284622,1155.6338,41.28461,-253.54291,41.284565,240.8135,41.284542,2001-02-21 07:47:59,15.566666,-26.649515,41.30049,43.80585,,1.8595398e+21,-1.2789674e+21,5.8057205e+20,9.518031e+18,287.00012,61.2727,1.0403137e+20,-905.4195,1214.3962,14.157526,1.0,14.157526
43,9366,2001-02-28 12:59:00,-24.798122,-71.19974,69.97044,5.1929156e+19,-1.1620863e+20,1.2585176e+20,6.6881904e+17,33.909092,31.090912,-83.921265,111.373405,2001-03-01 00:59:00,12.0,-25.157068,-64.78778,64.0302,4.2232696e+20,-1.6697398e+20,5.407482e+20,3.213881e+18,39.13634,108.772705,3.0866484e+19,-360.96124,403.8393,-1232.4141,65.66801,910.0561,65.95105,-245.43024,65.95147,197.83638,66.527695,2001-03-04 20:12:59,103.23333,-25.153946,-13.698396,22.195509,,1.2802447e+22,-5.74405e+21,7.0583954e+21,3.9064685e+19,787.5752,1014.09064,1.2351164e+20,-2200.1306,1846.4777,108.49871,11.0,51.117023
44,9368,2001-03-01 20:27:00,26.304245,-63.88751,70.356155,7.989308e+19,-5.571216e+20,1.00643595e+21,8.702468e+17,127.454506,234.72725,-153.42316,50.508156,2001-03-02 08:27:00,12.0,26.171646,-55.551456,63.275528,1.007904e+21,-1.6361241e+21,1.7319472e+21,7.0047077e+18,311.68182,398.36368,7.733424e+19,-446.6811,366.15988,-1423.7738,64.59706,1492.1831,69.67683,-329.4243,64.060684,259.0663,64.59676,2001-03-06 23:01:59,122.58333,24.274431,6.3309727,32.165306,>,3.0134799e+22,-1.5303697e+22,1.4831094e+22,8.350157e+19,1816.9926,1691.985,2.4517938e+20,-2217.852,2610.0417,525.1337,9.0,238.78488
45,9371,2001-03-03 12:02:00,19.919285,17.79127,32.27651,5.3864374e+20,-2.4588335e+20,1.759744e+21,3.373528e+18,86.00004,470.54535,-690.2989,862.9073,2001-03-04 00:02:00,12.0,19.97608,24.438173,36.366676,1.1357008e+21,-4.6854416e+20,2.2878706e+21,6.208596e+18,126.04521,530.3183,4.9754753e+19,-800.1299,982.65564,-963.5864,35.50368,1560.3545,35.218052,-181.18387,36.078056,208.55977,35.934055,2001-03-06 23:02:59,83.01666,20.473873,64.30682,68.85219,>,2.0722703e+22,-7.215629e+21,1.3507076e+22,8.778062e+19,487.0039,1090.0071,2.4313263e+20,-1576.885,1192.9775,554.35156,4.0,267.51248
46,9375,2001-03-09 08:02:00,-16.269447,23.389359,24.629953,2.0337262e+20,-2.319387e+20,2.140558e+20,1.545591e+18,92.22739,69.40908,-212.23648,450.64255,2001-03-09 20:02:00,12.0,-16.130352,30.169405,30.821167,4.2205466e+20,-4.1161757e+20,2.7314073e+20,2.9004765e+18,137.02214,88.82023,1.8223504e+19,-592.31683,749.3786,-869.46515,30.821167,872.29395,30.68553,-177.58623,30.685564,197.66112,29.20591,2001-03-11 17:25:59,57.399998,-16.03236,55.51337,54.852398,,3.0561644e+21,-1.8490999e+21,1.207064e+21,1.8357774e+19,316.2726,204.81795,4.9700204e+19,-1213.491,1276.24,7.8522587,3.0,6.0734086
47,9379,2001-03-12 02:42:00,30.680456,-48.677296,60.061413,2.2211584e+20,-8.013404e+19,1.5050784e+20,2.0060753e+18,14.857966,38.335163,-278.9334,255.73433,2001-03-12 14:42:00,12.0,30.655514,-42.283245,55.48046,1.05921715e+21,-6.151776e+20,4.574721e+20,5.7851574e+18,78.757545,89.39392,6.975844e+19,-789.124,498.09204,-768.96045,59.598488,1148.9684,56.52052,-201.24861,56.944504,226.97124,57.158054,2001-03-12 15:32:59,12.849999,30.470798,-41.81984,55.071835,,1.1317276e+21,-6.3839545e+20,4.933322e+20,6.208039e+18,84.000015,93.636246,7.0786915e+19,-789.124,498.09204,7.616349,1.0,7.616349
48,9388,2001-03-19 23:52:00,12.978949,36.215977,41.162086,1.4535286e+20,-7.3649454e+19,8.279783e+19,1.2077394e+18,23.863626,27.636341,-356.63794,335.70898,2001-03-20 11:52:00,12.0,13.400797,42.838974,47.19504,1.9693768e+21,-6.711136e+20,1.3370962e+21,7.935187e+18,107.27275,178.18192,1.52002e+20,-1217.454,1247.5662,-966.4354,45.16889,1630.0981,44.673557,-232.8378,41.942913,320.47437,43.534138,2001-03-20 17:57:59,18.099998,13.336312,46.195885,50.206936,,2.4488635e+21,-7.501051e+20,1.6987586e+21,1.0019754e+19,131.12122,190.45454,1.272658e+20,-1217.454,1469.6516,30.137318,3.0,21.203125
49,9392,2001-03-21 02:15:00,19.220402,4.897093,26.642075,4.144624e+20,-5.7728815e+20,4.9046074e+19,3.0457124e+18,205.09091,17.09091,-407.78717,274.10394,2001-03-21 14:15:00,12.0,19.362116,11.657061,28.756117,1.6794428e+21,-6.279579e+20,3.8927633e+19,8.064095e+18,211.54543,19.909103,1.0541503e+20,-1066.4307,1210.3727,-904.5604,28.223791,951.8401,28.223822,-173.44312,28.223778,213.29523,28.622728,2001-03-22 23:55:59,60.599995,19.80389,31.27133,40.73221,>,5.1891015e+21,-2.7392903e+21,2.4498062e+21,2.2323026e+19,409.00177,438.99536,7.878943e+19,-1912.9678,1766.6761,42.79096,3.0,20.896664
50,9399,2001-03-23 13:27:00,-29.13479,-22.875406,30.925932,2.1636788e+20,-1.0081456e+19,6.8133235e+20,1.5307527e+18,6.0000005,211.18181,-90.546715,345.98282,2001-03-24 01:27:00,12.0,-29.381012,-15.963359,27.054592,1.0356777e+21,-1.0677261e+19,5.4103396e+20,4.46271e+18,5.9091077,185.99995,6.8275815e+19,-1217.3242,959.9992,-822.16034,29.440294,1087.5525,27.71207,-181.00775,30.789927,193.64728,27.317081,2001-03-26 16:08:59,86.98333,-29.985382,18.341845,28.793001,,6.921712e+21,-3.3158118e+21,3.6058996e+21,2.3381047e+19,421.77225,598.6821,7.708768e+19,-2097.1602,2115.7488,47.464714,8.0,22.157322
51,9398,2001-03-23 16:07:00,20.774157,-19.826647,33.832798,3.0058022e+19,-1.5055797e+19,2.6417121e+20,3.1566958e+17,8.90907,82.09091,-78.694756,138.42015,2001-03-24 04:07:00,12.0,20.6902,-13.2968445,30.52291,4.2453203e+20,-2.0015874e+20,4.817181e+20,2.0236466e+18,43.772694,134.27267,3.2872836e+19,-662.6866,697.5595,-790.3142,32.162796,888.6024,33.27265,-195.82849,33.41235,242.88867,33.973545,2001-03-25 06:03:59,37.949997,21.334166,0.941238,28.250446,,4.071346e+21,-1.9117652e+21,2.1595804e+21,1.4140535e+19,223.36368,397.99976,1.0648981e+20,-2097.5156,1700.1307,44.403767,4.0,27.141018
52,9400,2001-03-23 16:27:00,8.865963,-52.333977,54.463474,3.1978594e+20,-5.2775372e+20,2.38594e+19,2.5484387e+18,127.77272,8.9090805,-367.69733,69.887375,2001-03-24 04:27:00,12.0,8.847658,-45.49378,47.940502,9.7253524e+20,-1.058381e+21,2.1308518e+20,5.1483593e+18,225.00006,31.454527,5.439578e+19,-815.4101,732.0076,-1070.6256,48.29027,960.52905,48.466003,-203.15338,51.36678,223.71902,48.115177,2001-03-24 09:44:59,17.3,9.074836,-43.86642,46.56619,,1.603833e+21,-1.2782926e+21,3.2554045e+20,9.193504e+18,274.7271,40.727306,7.422237e+19,-936.23114,926.0555,5.627142,1.0,5.627142
53,9413,2001-03-31 17:41:00,9.510324,0.29644224,16.134438,2.0953567e+20,-4.345298e+19,7.3593385e+20,1.655304e+18,20.40909,237.81819,-263.24484,527.63214,2001-04-01 05:41:00,12.0,9.47019,7.321638,17.604712,1.7387633e+21,-7.218214e+20,1.8364703e+21,6.1374294e+18,146.18178,367.95453,1.2743564e+20,-1262.4286,2037.9597,-704.6551,17.604692,997.05865,17.113615,-133.4639,16.991095,156.32457,17.481873,2001-04-04 02:08:59,80.46666,9.961585,45.499077,48.105362,,8.9287837e+21,-3.586556e+21,5.3422256e+21,3.7157485e+19,604.6759,613.4889,1.0835852e+20,-1736.5681,3837.0203,136.07712,5.0,131.4914
54,9416,2001-04-02 07:52:00,16.31883,-2.3788307,22.980913,9.928511e+20,-3.8313916e+20,1.1011964e+21,5.812536e+18,115.0,327.09085,-548.8869,866.721,2001-04-02 19:52:00,12.0,16.3621,4.216924,23.238565,1.6312277e+21,-7.019524e+20,1.16047334e+21,8.5710235e+18,164.81828,315.72733,5.319805e+19,-1067.6854,1175.2374,-772.5976,22.854197,896.3335,22.983086,-147.62907,22.98096,150.31244,22.855076,2001-04-03 19:54:59,40.23333,15.803519,16.866453,27.789623,,6.3800514e+21,-2.7608712e+21,3.6191785e+21,2.2084731e+19,391.27252,571.7271,1.3389894e+20,-2092.807,1769.3429,60.498066,4.0,27.781189
55,9428,2001-04-13 17:42:00,14.034341,22.162271,29.605837,3.893625e+20,-6.467739e+20,9.137863e+18,2.4069557e+18,169.36365,5.4545436,-494.2602,103.47305,2001-04-14 05:42:00,12.0,13.994934,28.876251,34.746765,1.2623529e+21,-5.835892e+20,1.2974326e+19,4.971046e+18,165.1817,7.9090767,7.27492e+19,-1252.4081,1199.9363,-865.27094,33.4688,1114.2644,32.90684,-206.3524,31.379475,247.81244,34.603783,2001-04-15 08:14:59,53.38333,13.445173,43.354664,47.064636,,1.8115541e+21,-1.1964164e+21,6.15138e+20,1.0181992e+19,231.06041,109.27249,2.6641116e+19,-1252.4028,1290.8665,9.015109,2.0,4.949745
56,9434,2001-04-18 05:26:00,19.04767,-0.5536006,24.491823,9.525366e+19,-4.667391e+19,2.8687105e+20,9.0010825e+17,21.909094,100.9091,-79.965645,266.12982,2001-04-18 17:26:00,12.0,19.126541,6.3025513,25.27306,9.832438e+20,-4.0456054e+20,7.447125e+20,3.9566847e+18,87.090935,150.63637,7.399918e+19,-1293.6699,1558.8851,-766.3876,24.75255,1304.5116,25.143017,-173.8706,25.142979,233.90154,25.273054,2001-04-19 11:08:59,29.716665,18.631618,17.206894,29.383747,,4.2215437e+21,-1.9579342e+21,2.2636098e+21,1.2622569e+19,288.40894,250.40889,1.3885441e+20,-2088.0952,4598.6543,62.368336,3.0,41.86614
57,9435,2001-04-19 03:16:00,-20.032452,-39.39501,41.063103,1.6787593e+20,-1.5671126e+21,8.222354e+19,1.7842075e+18,430.81818,30.27273,-202.60193,67.0284,2001-04-19 15:16:00,12.0,-19.996744,-32.577545,34.94575,2.103942e+21,-1.9093842e+21,5.6499987e+20,9.985044e+18,496.09085,140.9999,1.6133884e+20,-1439.2994,948.21826,-1517.8651,38.76503,1261.2501,38.314423,-217.80219,35.377007,211.56195,35.66588,2001-04-22 00:00:59,75.45,-20.363117,-1.3098718,15.367409,,2.04143e+22,-1.0876681e+22,9.542539e+21,4.9935438e+19,1315.0913,1062.0447,2.6834227e+20,-2734.0825,2735.5828,369.41797,7.0,186.92986
58,9455,2001-05-10 07:55:00,-17.70598,-39.509212,41.34483,6.6630906e+19,-6.259522e+20,1.2920814e+20,6.7575724e+17,204.13634,54.727283,-284.89038,119.14677,2001-05-10 19:55:00,12.0,-17.641836,-32.586605,35.026978,2.880364e+21,-1.5435771e+21,2.1359492e+21,8.4261645e+18,297.00003,327.95477,2.3447775e+20,-1401.0603,1497.92,-1046.9169,40.874287,968.4261,36.043713,-213.8428,40.407204,197.38237,35.17146,2001-05-17 14:02:59,174.13332,-18.995182,58.193966,59.12615,,2.2846903e+22,-1.4022524e+22,8.8243897e+21,1.1146529e+20,1278.5621,1110.351,1.3082087e+20,-2597.3787,3019.4465,325.67255,12.0,150.89885
59,9456,2001-05-11 00:32:00,5.739187,-21.626913,23.3549,5.4009225e+19,-5.0144267e+20,1.3482935e+20,5.447457e+17,188.18182,47.36364,-194.66327,80.51106,2001-05-11 12:32:00,12.0,5.678326,-14.988854,17.298975,1.8553032e+21,-1.1613977e+21,6.2676885e+20,6.963016e+18,294.22736,125.09089,1.5010783e+20,-1384.8462,1314.1298,-884.2473,22.584398,1026.6752,20.92922,-157.63503,23.354904,175.48837,17.298958,2001-05-14 05:17:59,79.799995,5.83789,21.4929,23.117695,,1.0401889e+22,-5.365965e+21,5.035926e+21,3.816509e+19,794.272,914.0912,1.2967268e+20,-2476.6094,2053.4478,92.84438,8.0,61.875732
60,9457,2001-05-12 18:51:00,-19.362553,-18.855629,24.66196,2.123406e+20,-2.7003666e+20,5.119751e+18,1.5534396e+18,85.27273,2.9090903,-566.21155,70.94962,2001-05-13 06:51:00,12.0,-19.156078,-12.067474,20.056358,7.500734e+20,-5.3705855e+20,2.083802e+20,3.3950987e+18,108.3636,38.818188,4.4811067e+19,-1372.8228,1151.7605,-891.9353,23.62514,1086.3077,22.9812,-178.34001,23.62514,180.30403,22.981157,2001-05-13 07:23:59,16.383333,-19.399607,-12.085754,20.308708,,8.5859846e+20,-6.12942e+20,2.4565635e+20,4.1603772e+18,145.72723,43.272743,3.9446053e+19,-1372.8229,1151.7604,4.39955,2.0,2.9250853
61,9459,2001-05-13 14:16:00,26.35625,-9.503041,30.54794,5.163051e+19,-1.851073e+19,3.3227367e+19,6.2253084e+17,9.181822,17.90909,-181.56659,101.4215,2001-05-14 02:16:00,12.0,26.381357,-2.8571534,29.322662,9.3401075e+20,-7.731463e+19,6.629621e+19,3.7827955e+18,33.818142,31.272728,7.3531683e+19,-1077.6969,1348.6337,-739.49243,30.411137,1103.4395,30.411114,-177.2032,30.2741,208.86446,30.41117,2001-05-14 20:00:59,40.8,26.085423,7.854496,29.73705,,1.7879093e+21,-7.680876e+20,1.01982184e+21,8.419509e+18,147.08786,205.78487,4.2555854e+19,-1145.6466,1434.9055,3.885746,2.0,2.3161762
62,9458,2001-05-13 19:33:00,-11.748145,29.646858,30.68743,1.4499833e+20,-5.0317676e+19,2.7800979e+20,1.10573926e+18,23.727276,102.454544,-241.3071,517.4259,2001-05-14 07:33:00,12.0,-11.870672,36.75524,37.561646,8.8950765e+20,-6.2833883e+19,3.792973e+20,3.837029e+18,22.553713,106.66528,6.2042446e+19,-883.1143,1071.218,-1072.1228,32.215088,1206.083,36.81787,-213.9617,35.934914,248.82634,36.81792,2001-05-15 16:59:59,60.48333,-11.86486,55.549603,55.780056,,4.026995e+21,-2.47859e+21,1.5484043e+21,1.9989555e+19,329.68433,212.10834,6.418292e+19,-1412.3175,1256.6943,41.192913,6.0,11.929866
63,9594,2001-08-23 15:57:00,38.002533,-21.701471,36.725178,1.3668776e+20,-1.9479555e+20,6.8272025e+18,1.2056515e+18,68.03905,3.2646413,-326.38565,113.51023,2001-08-24 03:57:00,12.0,38.10505,-15.222983,33.958775,8.422636e+20,-3.4527037e+20,1.1044383e+20,4.9906085e+18,108.09082,37.36362,5.879799e+19,-821.9927,780.46466,-945.4946,36.5772,1017.0351,34.822525,-187.36403,35.98805,189.75563,34.967415,2001-08-24 20:56:59,34.899998,37.6185,-6.124483,31.139847,,1.8559123e+21,-1.04771974e+21,8.081924e+20,8.901181e+18,212.18181,154.09085,4.926145e+19,-1111.8303,1249.2634,6.3766913,2.0,3.9326665
64,9602,2001-08-30 12:19:00,-7.7359643,-63.104183,64.780304,1.0734635e+20,-9.950706e+19,2.4728391e+20,1.2448801e+18,26.27271,52.4545,-87.39849,149.27367,2001-08-31 00:19:00,12.0,-7.7835245,-55.808865,57.63616,2.9356806e+20,-2.1257657e+20,3.3162418e+20,2.7342207e+18,51.81806,87.36367,1.5518475e+19,-306.94623,410.1394,-896.47644,61.623783,1057.8201,57.636185,-248.17252,57.63625,218.72226,60.64133,2001-09-02 16:14:59,75.93333,-7.5137987,-19.565056,24.506388,,3.1355265e+21,-1.3492402e+21,1.7862852e+21,1.1424236e+19,212.27266,291.59088,3.9879463e+19,-1347.5408,1269.6761,11.869321,3.0,5.2456846
65,9604,2001-08-30 22:49:00,-21.499445,8.445459,29.849352,2.444843e+20,-4.6571033e+19,5.6714794e+20,1.551553e+18,12.181831,132.36371,-243.24944,542.9478,2001-08-31 10:49:00,12.0,-21.680428,15.487523,32.6123,6.4608e+20,-3.6273207e+19,5.7240315e+20,3.4349966e+18,17.772707,146.77267,3.3466308e+19,-659.52747,837.5572,-792.0251,30.807207,606.2156,32.05307,-190.93048,30.669626,157.50041,30.944592,2001-08-31 22:10:59,34.366665,-21.407482,22.031115,35.89971,,1.2401676e+21,-4.5447836e+20,7.856894e+20,6.1577945e+18,98.4543,142.00008,2.8972358e+19,-821.08356,1113.4479,5.005639,1.0,5.005639
66,9646,2001-09-29 17:13:00,10.923823,-72.01007,71.305084,1.4967574e+20,-1.4359843e+20,6.902235e+20,1.7463578e+18,24.999996,137.72728,-72.93641,192.54868,2001-09-30 05:13:00,12.0,11.2312355,-64.70203,63.89482,8.1198726e+20,-5.2604633e+20,1.16242065e+21,7.3441274e+18,111.00006,246.36359,5.519263e+19,-372.41138,460.69455,-1336.169,69.54974,1232.2009,70.23264,-223.73154,67.61742,202.75748,70.233154,2001-10-03 10:31:59,89.31666,10.433371,-20.721352,20.82661,,5.0039867e+21,-1.8160504e+21,3.187937e+21,2.5376038e+19,401.9093,773.1824,5.4349445e+19,-1271.6729,1118.9624,13.831814,2.0,10.352163
67,9645,2001-09-30 05:48:00,-17.780344,-25.514786,35.08488,5.9469853e+19,-1.0601665e+20,6.890458e+20,7.1458175e+17,48.272728,256.18182,-137.65108,160.07756,2001-09-30 17:48:00,12.0,-17.860455,-18.47443,30.613745,9.909281e+20,-3.8313195e+20,1.3210434e+21,5.737657e+18,117.63642,373.4547,7.762152e+19,-693.4934,825.23566,-890.31226,35.084778,958.9177,33.804127,-190.5059,34.79842,187.46379,34.087017,2001-10-04 07:22:59,100.549995,-18.362934,31.084463,39.44201,,1.4079936e+22,-6.3592476e+21,7.72068e+21,5.525857e+19,904.3848,1164.3146,1.3943775e+20,-2068.994,2261.3884,167.95926,4.0,78.04615
68,9790,2002-01-19 00:27:00,28.360403,-36.377823,48.249046,1.9436188e+20,-3.0345866e+20,2.5646766e+19,1.6857048e+18,92.454544,11.272728,-316.19818,144.66954,2002-01-19 12:27:00,12.0,28.421343,-29.946611,44.080288,1.206439e+21,-9.374709e+20,4.3122558e+20,5.478456e+18,173.09091,77.31819,8.433976e+19,-1190.6006,802.1702,-1084.9124,48.2491,1345.8386,47.049286,-243.31921,47.560123,223.51112,45.87597,2002-01-21 17:49:59,65.38333,28.084984,0.18243915,33.269093,,2.2387793e+21,-1.3531306e+21,8.856484e+20,1.0283251e+19,235.45464,201.36319,3.1268176e+19,-1621.3123,1118.3866,13.990447,2.0,13.222631
